연도,영화제,장르,출품작,감독,출품분야,수상내역,수상인
2005,씨네팬 아시아 영화제,일반(종합),태풍태양,정재은,아시안 프레스코,,
2005,씨네팬 아시아 영화제,일반(종합),외출,허진호,아시안 프레스코,,
2005,씨네팬 아시아 영화제,일반(종합),비천무,김영준,파노라마 오브 마샬 아트,,
2005,후쿠오카 아시아 영화제,일반(종합),돌려차기,남상국,.,,
2005,후쿠오카 아시아 영화제,일반(종합),바람의 전설,박정우,.,,
2005,후쿠오카 아시아 영화제,일반(종합),공공의 적 2,강우석,.,,
2005,후쿠오카 아시아 영화제,일반(종합),마지막 늑대,구자홍,.,,
2005,카를로비 바리 국제영화제,일반(종합),"여자, 정혜",이윤기,Another View,,
2005,카를로비 바리 국제영화제,일반(종합),빈집,김기덕,호라이즌,,
2005,카를로비 바리 국제영화제,일반(종합),주먹이 운다(Crying Fist),류승완,Another view,,
2005,카를로비 바리 국제영화제,일반(종합),활,김기덕,호라이즌,,
2005,카를로비 바리 국제영화제,일반(종합),짝패,류승완,어나더 뷰,,
2005,타이베이 영화제,일반(종합),주홍글씨,변혁,뉴탤런트 경쟁부문,,
2005,페사로 영화제,일반(종합),나비,문승욱,코리안 디지털,,
2005,페사로 영화제,일반(종합),귀여워,김수현,장선우 회고전,,
2005,페사로 영화제,일반(종합),화엄경,장선우,장선우 회고전,,
2005,인천여성영화제,일반(종합),잘돼가? 무엇이든,이경미,,,
2005,페사로 영화제,일반(종합),꽃잎,장선우,장선우 회고전,,
2005,페사로 영화제,일반(종합),성냥팔이 소녀의 재림,장선우,장선우 회고전,,
2005,인천여성영화제,일반(종합),고양이와 나,안동희,,,
2005,페사로 영화제,일반(종합),망종,장률,경쟁부문,,
2005,페사로 영화제,일반(종합),낙타(들),박기용,코리안 디지털,,
2005,페사로 영화제,일반(종합),경마장 가는 길,장선우,장선우 회고전,,
2005,인천여성영화제,일반(종합),고추 말리기,장희선,,,
2005,인천여성영화제,일반(종합),흡연모녀,유은정,,,
2005,페사로 영화제,일반(종합),깃,송일곤,경쟁부문,,
2005,페사로 영화제,일반(종합),너에게 나를 보낸다,장선우,장선우 회고전,,
2005,인천여성영화제,일반(종합),잊혀진 여전사,김진열,,,
2005,인천여성영화제,일반(종합),엄마...,류미례,,,
2005,페사로 영화제,일반(종합),우묵배미의 사랑,장선우,장선우 회고전,,
2005,페사로 영화제,일반(종합),거짓말,장선우,장선우 회고전,,
2005,페사로 영화제,일반(종합),나쁜 영화,장선우,장선우 회고전,,
2005,인천여성영화제,일반(종합),쏭의 명절,이송희,,,
2005,인천여성영화제,일반(종합),가족 프로젝트 - 아버지의 집,조윤경,폐막작,,
2005,페사로 영화제,일반(종합),송환,김동원,코리안 디지털,,
2005,뉴욕 아시안 영화제,일반(종합),아는 여자,장진,.,,
2005,뉴욕 아시안 영화제,일반(종합),알포인트,공수창,.,,
2005,뉴욕 아시안 영화제,일반(종합),말아톤,정윤철,.,,
2005,뉴욕 아시안 영화제,일반(종합),가족,이정철,.,,
2005,뉴욕 아시안 영화제,일반(종합),사마리아,김기덕,.,,
2005,뉴욕 아시안 영화제,일반(종합),주먹이 운다(Crying Fist),류승완,.,,
2005,뉴욕 아시안 영화제,일반(종합),아라한 장풍대작전,류승완,.,,
2005,뉴욕 아시안 영화제,일반(종합),썬데이 서울,박성훈,.,,
2005,뉴욕 아시안 영화제,일반(종합),녹색의자,박철수,.,,
2005,대종상영화제,일반(종합),주먹이 운다(Crying Fist),류승완,,여우조연상,나문희
2005,대종상영화제,일반(종합),얼굴 없는 미녀,김인식,,조명상,임재영
2005,대종상영화제,일반(종합),얼굴 없는 미녀,김인식,,여우주연상,김혜수
2005,대종상영화제,일반(종합),달콤한 인생,김지운,,남우조연상,황정민
2005,대종상영화제,일반(종합),댄서의 순정,박영훈,,여자인기상,문근영
2005,대종상영화제,일반(종합),말아톤,정윤철,,기획상,석명홍
2005,대종상영화제,일반(종합),말아톤,정윤철,,남우주연상,조승우
2005,대종상영화제,일반(종합),말아톤,정윤철,,남자인기상,조승우
2005,대종상영화제,일반(종합),말아톤,정윤철,,시나리오상,송예진
2005,대종상영화제,일반(종합),말아톤,정윤철,,시나리오상,윤진호
2005,대종상영화제,일반(종합),말아톤,정윤철,,시나리오상,정윤철
2005,대종상영화제,일반(종합),말아톤,정윤철,,신인 감독상,정윤철
2005,대종상영화제,일반(종합),말아톤,정윤철,,최우수작품상,
2005,시네마파라다이스영화제,기타,썬데이 서울,박성훈,내러티브 경쟁부문,,
2005,미쟝센 단편영화제,단편,결혼기념일,안일환,4만번의 구타,,
2005,미쟝센 단편영화제,단편,나의 지구를 지켜줘,김병정,4만번의 구타,4만번의 구타(액션스릴러) 부문 최우수작품상,김병정
2005,더반 국제영화제,일반(종합),빈집,김기덕,장편영화부문,,
2005,모스크바 국제영화제,일반(종합),쓰리 몬스터,"미이케 다카시,박찬욱,프루트 챈",아시안 익스트림,,
2005,더반 국제영화제,일반(종합),신성일의 행방불명,신재인,장편영화부문,,
2005,더반 국제영화제,일반(종합),올드보이,박찬욱,장편영화부문,,
2005,모스크바 국제영화제,일반(종합),"화장실, 어디에요?",프루트 챈,아시안 익스트림,,
2005,더반 국제영화제,일반(종합),쓰리 몬스터,"미이케 다카시,박찬욱,프루트 챈",장편영화부문,,
2005,모스크바 국제영화제,일반(종합),프락치,황철민,아시안 익스트림,,
2005,시드니 영화제,일반(종합),마지막 늑대,구자홍,뉴 아시아 시네마,,
2005,시드니 영화제,일반(종합),빈집,김기덕,컨템포러리 월드 시네마,,
2005,시드니 영화제,일반(종합),사마리아,김기덕,뉴 아시아 시네마,,
2005,상하이 국제영화제,일반(종합),우리 형,안권태,아시안 뉴탤런트상 부문,,
2005,상하이 국제영화제,일반(종합),내 머리 속의 지우개,이재한,파노라마,,
2005,상하이 국제영화제,일반(종합),역전의 명수,박흥식,파노라마,,
2005,상하이 국제영화제,일반(종합),꽃피는 봄이 오면,류장하,파노라마,,
2005,상하이 국제영화제,일반(종합),"안녕, 형아",임태형,파노라마,,
2005,상하이 국제영화제,일반(종합),가족,이정철,파노라마,,
2005,상하이 국제영화제,일반(종합),귀신이 산다,김상진,파노라마,,
2005,우에스카 국제영화제,일반(종합),올드보이,박찬욱,Feature Films,,
2005,애니마페스트 - 자그레브 국제애니메이션영화제,애니,별별 이야기,"권오성,박윤경,박재동,유진희,이성강,이애림,정연주,김준",,,
2005,필름스탁 국제영화제,독립,썬데이 서울,박성훈,.,,
2005,시애틀 국제영화제,일반(종합),빈집,김기덕,컨템포러리 월드 시네마,,
2005,뉴페스트: 뉴욕 LGBT 영화제,퀴어,동백꽃,"소준문,이송희일,최진성",,,
2005,시애틀 국제영화제,일반(종합),쓰리 몬스터,"미이케 다카시,박찬욱,프루트 챈",미드나이트 아드레날린,,
2005,알바레지아 국제영화제,일반(종합),스캔들-조선남녀상열지사,이재용,한국의 영화들,,
2005,알바레지아 국제영화제,일반(종합),고독이 몸부림칠 때,이수인,한국의 영화들,,
2005,시애틀 국제영화제,일반(종합),"여자, 정혜",이윤기,컨템포러리 월드 시네마,,
2005,알바레지아 국제영화제,일반(종합),사마리아,김기덕,한국의 영화들,,
2005,알바레지아 국제영화제,일반(종합),지구를 지켜라,장준환,한국의 영화들,,
2005,시애틀 국제영화제,일반(종합),알포인트,공수창,미드나이트 아드레날린,,
2005,한국퀴어영화제,퀴어,헬멧,원,한국단편,,
2005,한국퀴어영화제,퀴어,이반검열 1,"이영,여성영상집단 움",한국단편,,
2005,한국퀴어영화제,퀴어,와이낫 커뮤니티,박용제,한국단편,,
2005,트란실바니아 국제영화제,일반(종합),인형사,정용기,쉐도우즈,,
2005,트란실바니아 국제영화제,일반(종합),살인의 추억,봉준호,쉐도우즈,,
2005,트란실바니아 국제영화제,일반(종합),실미도,강우석,슈퍼노바,,
2005,트란실바니아 국제영화제,일반(종합),올드보이,박찬욱,개막작,,
2005,인사이드아웃 토론토 LGBT 영화제,퀴어,순흔,박현진,,,
2005,서울인권영화제,일반(종합),학교 이야기,전경진,,,
2005,서울인권영화제,일반(종합),독립영화인 국가보안법 철폐 프로젝트,"김경만,김진열,최진성,허경,윤성호,이조훈",,,
2005,서울인권영화제,일반(종합),진실의 문,김희철,,,
2005,서울인권영화제,일반(종합),누구세요?,이윤빈,,,
2005,서울인권영화제,일반(종합),죽거나 혹은 떠나거나 - 이주노동자 인터뷰 프로젝트,"조대희,주현숙,허경",,,
2005,서울인권영화제,일반(종합),"크레인, 제4도크",이유림,,,
2005,서울인권영화제,일반(종합),"708호, 이등병의 편지",김환태,,,
2005,서울인권영화제,일반(종합),유언,박세연,,,
2005,서울인권영화제,일반(종합),농가일기,권우정,,,
2005,서울인권영화제,일반(종합),돌 속에 갇힌 말-구로구청 부정투표함 항의농성사건,나루,,,
2005,서울인권영화제,일반(종합),헤븐,오진희,,,
2005,서울인권영화제,일반(종합),이반검열 1,"이영,여성영상집단 움",,,
2005,서울인권영화제,일반(종합),슬로브핫의 딸들,문정현,,,
2005,칸 국제영화제,일반(종합),그때 그 사람들,임상수,감독주간,,
2005,칸 국제영화제,일반(종합),달콤한 인생,김지운,아웃 오브 컴퍼티션,,
2005,칸 국제영화제,일반(종합),극장전,홍상수,공식 경쟁부문,,
2005,칸 국제영화제,일반(종합),망종,장률,44회 비평가주간,,
2005,칸 국제영화제,일반(종합),주먹이 운다(Crying Fist),류승완,제37회 감독주간,,
2005,칸 국제영화제,일반(종합),활,김기덕,주목할 만한 시선,,
2005,백상예술대상,일반(종합),그때 그 사람들,임상수,영화부문,작품상,
2005,백상예술대상,일반(종합),말아톤,정윤철,영화부문,남자 최우수 연기상,조승우
2005,백상예술대상,일반(종합),발레 교습소,변영주,영화부문,남자 신인 연기상,윤계상
2005,백상예술대상,일반(종합),인어 공주,박흥식,영화부문,감독상,박흥식
2005,백상예술대상,일반(종합),말아톤,정윤철,영화부문,시나리오상,정윤철
2005,백상예술대상,일반(종합),귀여워,김수현,영화부문,신인 감독상,김수현
2005,백상예술대상,일반(종합),얼굴 없는 미녀,김인식,영화부문,여자 최우수 연기상,김혜수
2005,백상예술대상,일반(종합),말아톤,정윤철,영화부문,대상,
2005,백상예술대상,일반(종합),가족,이정철,영화부문,여자 신인 연기상,수애
2005,꾸엔카 국제영화제,일반(종합),집으로...,이정향,Official Competition,,
2005,애니페스트,,왕후 심청,넬슨 신,장편 경쟁,,
2005,부산국제단편영화제,단편,해피 버스데이,홍준원,,,
2005,부산국제단편영화제,단편,후유증,공부성,,,
2005,부산국제단편영화제,단편,쏭의 명절,이송희,,,
2005,부산국제단편영화제,단편,인사이드,박인철,,,
2005,로체스터 국제단편영화제,단편,숲 속의 이야기,민지홍,,슈스트링 트로피,민지홍
2005,샌프란시스코 국제영화제,일반(종합),빈집,김기덕,월드 시네마,,
2005,샌프란시스코 국제영화제,일반(종합),하류인생,임권택,월드 시네마,,
2005,샌프란시스코 국제영화제,일반(종합),쓰리 몬스터,"미이케 다카시,박찬욱,프루트 챈",미드나잇 무비,,
2005,샌프란시스코 국제영화제,일반(종합),인어 공주,박흥식,월드 시네마,,
2005,리스본 국제독립영화제,독립,썬데이 서울,박성훈,Competition,,
2005,트라이베카 영화제,일반(종합),역도산,송해성,와이드 앵글,,
2005,싱가포르 국제영화제,일반(종합),"여자, 정혜",이윤기,아시아 장편,,김지수
2005,싱가포르 국제영화제,일반(종합),마이 제너레이션,노동석,아시아 영화,,
2005,싱가포르 국제영화제,일반(종합),사마리아,김기덕,아시아 영화,,
2005,싱가포르 국제영화제,일반(종합),원더풀 데이즈,김문생,아시아 영화 / 아시아 아니메,,
2005,우디네 극동영화제,일반(종합),알포인트,공수창,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),박하사탕,이창동,아시아 삼인의 촬영감독,,
2005,우디네 극동영화제,일반(종합),아라한 장풍대작전,류승완,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),누구나 비밀은 있다,장현수,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),녹색의자,박철수,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),아는 여자,장진,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),누가 그녀와 잤을까?,김유성,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),썸,장윤현,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),발레 교습소,변영주,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),시실리 2km,신정원,메인 프로그램,,
2005,우디네 극동영화제,일반(종합),가족,이정철,메인 프로그램,,
